5.49586466	6.95594957	32.13137249	0.21648467
5.539658257	7.148956988	35.36028619	0.202174749
5.604078661	7.974597138	41.23117341	0.1934118406
5.539658257	6.92728089	30.94485462	0.2238588927
5.582770172	6.903060278	33.1113178	0.2084803848
5.962731958	6.267169482	37.59230813	0.1667141443
5.98142403	6.371082918	41.51137814	0.1534779909
5.808785734	7.21936501	33.20789248	0.2173990721
5.828476683	7.197268605	34.6869035	0.2074923928
5.848035476	7.179273664	36.24876074	0.1980556995
5.867464308	7.137433234	37.62933992	0.1896773435
5.886765317	7.213411818	39.38992188	0.1831283606
5.905940584	6.149788636	40.60747721	0.1514447352
5.924992137	7.065225772	41.57482626	0.1699399951
5.943921953	6.574698086	42.46081084	0.1548415576
5.962731958	6.175936327	30.55941026	0.2020960573
5.98142403	7.296480447	26.60474306	0.2742548737
5.886765317	7.244033846	34.1456136	0.2121512277
5.905940584	7.278373584	35.36879895	0.2057851496
5.924992137	7.277939669	36.06158986	0.2018197117
5.943921953	7.266021179	36.82078122	0.1973347913
5.962731958	6.734997665	37.50316973	0.1795847581
5.98142403	6.333766644	28.50834732	0.2221723544
6	7.373479867	26.6875417	0.276289212
6.018461655	7.455621374	30.55380523	0.2440161321
6.036810737	7.357199743	36.00326351	0.2043481347
5.905940584	7.31026344	31.56417688	0.2316000024
5.924992137	7.367459898	32.42167716	0.227238704
5.98142403	6.964908325	34.09789992	0.2042620907
6	6.357087526	27.13801456	0.2342502807
6.018461655	7.389115579	26.71850367	0.2765542438
6.055048947	7.578069427	35.11553376	0.2158039083
6.073177944	6.860800592	39.6111213	0.1732038975
6.091199349	7.114654307	45.27087508	0.1571574284
5.962731958	7.198753332	30.41292215	0.236700482
6.018461655	6.241318951	26.12133813	0.2389356518
6.091199349	7.480548406	36.69399366	0.2038630211
6.109114744	6.610893655	40.92926784	0.1615199588
6.126925675	6.935336161	47.1375131	0.1471298697		
